Phone,Web_Link,Display,Battery,Processor,Storage,Camera,Weight,Dimensions,Data Technology
V20,https://www.phonescoop.com/phones/phone.php?p=5293,"5.7 in diagonal, 16:9Quad HD 1440 x 2560 pixels515 ppi approx.Type: LCD (TFT/TFD)IPS",3200 mAh LiIonRemovableTalk: 23 hours max.Standby: 149 hours max.,2.2 GHz Qualcomm Snapdragon 820 MSM89964 GB RAM,64 GB raw hardware50 GB available to userExpandable via memory card,"16+ megapixel OIS, f/1.8 aperture, hybrid laser focus, 75-degree lens, LED flashpanorama, HDR, face detection, smile detectionExtra Camera(s): 135-degree wide-angle lens, 8 megapixelVideo: 4K UHD",6.14 oz 174 g,6.28 x 3.07 x 0.3 in 160 x 78 x 7.6 mm,LTE (Cat 11)
V30,https://www.phonescoop.com/phones/phone.php?p=5567,"6 in diagonal, 2:11440 x 2880 pixels537 ppi approx.Type: AMOLED",3300 mAh LiIonNon-removableTalk: 17 hours max.Standby: 440 hours max.,2.4 GHz Qualcomm Snapdragon 835 MSM89984 GB RAMLPDDR4x,64 GB raw hardware49 GB available to userExpandable via memory cardV30+ has 128 GB,"16+ megapixel LED flash, laser focus, f/1.6HDR, panorama, manual mode (with pro presets and long exposure up to 30 seconds), 360-panorama, tracking focus, voice triggerExtra Camera(s): wide-angle 120º, 13 megapixel, f/1.9Video: 4K UHD Cine high-quality capture mode, slow-motion, timelapse",5.57 oz 158 g,5.97 x 2.97 x 0.29 in 152 x 75 x 7.4 mm,LTE (Cat 16) supports gigabit LTE
V35 ThinQ,https://www.phonescoop.com/phones/phone.php?p=5780,"6 in diagonal, 2:11440 x 2880 pixels537 ppi approx.Type: AMOLEDHDR",3300 mAh LiIonNon-removableTalk: 20 hours max.Standby: 432 hours max.,"2.8 GHz Qualcomm Snapdragon 845octa-core, 64-bit6 GB RAM",64 GB raw hardware47 GB available to userExpandable via memory card,"16+ megapixel f/1.6, OIS, laser focusHDR, auto modes, portrait, live photo, manual, panorama modesExtra Camera(s): wide-angle 107º, f/1.9, 16 megapixelVideo: 4K UHD 240 fps slow-motion mode, time-lapse, HDR10, manual mode",5.57 oz 158 g,5.97 x 2.97 x 0.29 in 152 x 75 x 7.4 mm,LTE (Cat 16)
V40 ThinQ,https://www.phonescoop.com/phones/phone.php?p=5877,"6.4 in diagonal, 13:61440 x 3120 pixels537 ppi approx.Type: AMOLEDHDR10",3300 mAh LiIonNon-removable,Qualcomm Snapdragon 8456 GB RAMLPDDR4,64 GB raw hardware48 GB available to userExpandable via memory cardUFS 2.0,"12+ megapixel 78º, LED flash, OIS, PDAF, f/1.5triple preview, triple shot, multi-mode HDR, portrait (bokeh) with lighting effectsExtra Camera(s): wide (107º) and tele (47º) 16 megapixel wide-angle (f/1.9), 12 megapixel 2x tele (f/2.4) / also supports depth for portrait/bokehVideo: 4K UHD",5.95 oz 169 g,6.24 x 2.99 x 0.31 in 158 x 76 x 7.9 mm,LTE (Cat 18)
V50 ThinQ 5G,https://www.phonescoop.com/phones/phone.php?p=5963,"6.4 in diagonal, 13:61440 x 3120 pixels537 ppi approx.Type: AMOLEDHDR10",4000 mAh LiIonNon-removable,2.8 GHz Qualcomm Snapdragon 8556 GB RAMLPDDR4,128 GB raw hardware100 GB available to userExpandable via memory card,"12+ megapixel f/1.5, 79º, OISauto scene modes, manual mode, portrait mode, panorama, night modeExtra Camera(s): wide (108º) and tele (47º) wide: 16 megapixel, f/1.9 / telephoto: 12 megapixel, f/2.4Video: 4K UHD HDR10, bokeh, manual video, slow-motion, Cine video, time-lapse YouTube Live",6.6 oz 187 g,6.26 x 3 x 0.33 in 159 x 76 x 8.3 mm,LTE (Cat 20) plus 5G NR
Venus VX-8800,https://www.phonescoop.com/phones/phone.php?p=1331,"2 in diagonal, 4:3QVGA 240 x 320 pixels200 ppi approx.Type: LCD (TFT/TFD)",800 mAh LiIonRemovableTalk: 4 hours max.Standby: 480 hours max.,?,64 MB internal storageExpandable via memory card,"2+ megapixel night mode, self-timerbrightness, white balance controlsVideo: QVGA (320 x 240) 1 hour",3.79 oz 107 g,4 x 2 x 0.62 in 102 x 51 x 15.7 mm,EVDO r0
Versa VX-9600,https://www.phonescoop.com/phones/phone.php?p=1768,"3 in diagonal, 2:1240 x 480 pixels179 ppi approx.Type: LCD (TFT/TFD)",1100 mAh LiIonRemovableTalk: 4.8 hours max.Standby: 430 hours max.,?,310 MB internal storageExpandable via memory card,"2+ megapixel auto-focus, flash, face detectionself-timer, brightness, white balance controlsVideo: VGA (640 x 480) 1 hour",3.81 oz 108 g,4.16 x 2.07 x 0.54 in 106 x 53 x 13.7 mm,EVDO rA
Viper,https://www.phonescoop.com/phones/phone.php?p=3591,"4 in diagonal, 5:3WVGA 480 x 800 pixels233 ppi approx.Type: LCD (TFT/TFD)",1700 mAh LiIonRemovableTalk: 7 hours max.,1.2 GHz Qualcomm Snapdragon S3 MSM8660dual-core1 GB RAM,4 GB raw hardware1.7 GB available to userExpandable via memory card4 GB card included,"5+ megapixel auto-focus, LED flashface tracking, scene modesVideo: 1080p HD",5 oz 142 g,4.59 x 2.44 x 0.46 in 117 x 62 x 11.7 mm,LTE (Cat 3) plus EVDO Rev. A
Volt,https://www.phonescoop.com/phones/phone.php?p=4341,"4.7 in diagonal, 16:9qHD 540 x 960 pixels234 ppi approx.Type: LCD (TFT/TFD)",3000 mAh LiIonRemovableTalk: 24 hours max.,1.2 GHz Qualcomm Snapdragon 400quad-core1 GB RAM,4 GB raw hardware3 GB available to userExpandable via memory card,"8+ megapixel auto-focus, BSI sensor, LED flashpanorama, Time Catch modes, voice activation, face trackingVideo: 1080p HD 30 fps",4.76 oz 135 g,5.17 x 2.6 x 0.42 in 131 x 66 x 10.7 mm,LTE (Cat 3)
Volt 2,https://www.phonescoop.com/phones/phone.php?p=4772,"5 in diagonal, 16:9HD 720 x 1280 pixels294 ppi approx.Type: LCD (TFT/TFD)IPS",2540 mAh LiIonRemovableTalk: 21 hours max.,1.2 GHz Qualcomm Snapdragon 410 MSM8916quad-core1 GB RAM,8 GB raw hardware3.4 GB available to userExpandable via memory card,"8+ megapixel auto-focus, LED flashVideo: 1080p HD video editor / can capture stills while recording video",4.8 oz 136 g,5.5 x 2.75 x 0.4 in 140 x 70 x 10.2 mm,LTE (Cat 4)
Vortex,https://www.phonescoop.com/phones/phone.php?p=3060,"3.2 in diagonal, 3:2320 x 480 pixels180 ppi approx.Type: LCD (TFT/TFD)",1500 mAh LiIonRemovableTalk: 7.5 hours max.Standby: 500 hours max.,600 MHz Qualcomm S1 MSM7627,150 MB available to userExpandable via memory card2 GB card included,"3+ megapixel auto-focus, macro modebrightness, ISO, white balance controlsVideo: VGA (640 x 480) up to 2 hours",4.44 oz 126 g,4.47 x 2.32 x 0.52 in 114 x 59 x 13.2 mm,EVDO rA
Voyager VX-10000,https://www.phonescoop.com/phones/phone.php?p=1333,"2.8 in diagonal, 5:3WQVGA 240 x 400 pixels166 ppi approx.Type: LCD (TFT/TFD)(same specs for both displays)",950 mAh LiPolymerRemovableTalk: 4 hours max.Standby: 480 hours max.,?,Expandable via memory card,"2+ megapixel auto-focusself-timer, night modebrightness, white balance controlsVideo: QVGA (320 x 240) 1 hour",4.69 oz 133 g,4.64 x 2.12 x 0.71 in 118 x 54 x 18 mm,EVDO r0
Vu / CU920 / CU915,https://www.phonescoop.com/phones/phone.php?p=1378,"3 in diagonal, 5:3WQVGA 240 x 400 pixels155 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 3 hours max.Standby: 250 hours max.,?,155 MB internal storageExpandable via memory card,"2+ megapixel auto-focusmulti-shot, self-timer, night mode, macro modewhite balance, brightness controlsphoto editorVideo: QVGA (320 x 240)",3.16 oz 90 g,4.25 x 2.16 x 0.51 in 108 x 55 x 13 mm,HSDPA 3.6 plus EDGE
Vu Plus,https://www.phonescoop.com/phones/phone.php?p=2423,"3 in diagonal, 5:3WQVGA 240 x 400 pixels155 ppi approx.Type: LCD (TFT/TFD)",950 mAhRemovableTalk: 3 hours max.Standby: 288 hours max.,?,50 MB available to userExpandable via memory card,"3+ megapixel auto-focus, LED flashVideo: QVGA (320 x 240) 1 hour",3.95 oz 112 g,4.31 x 2.1 x 0.6 in 109 x 53 x 15.2 mm,HSPA 7.2
VX-5200 / 6200,https://www.phonescoop.com/phones/phone.php?p=716,128 x 160 pixelsType: LCD (STN),1000 mAh LiIonRemovableTalk: 3.3 hours max.Standby: 180 hours max.,?,16 MB internal storageNot expandable,"VGA (640 x 480) LED flashCMOS typeself-timer, multi-shot functionsbrightness, white balance controlsVideo: Some versions only 6200 only",4.16 oz 118 g,3.46 x 1.85 x 0.94 in 88 x 47 x 23.9 mm,1xRTT
VX-5300 / UX-245 / AX-245,https://www.phonescoop.com/phones/phone.php?p=941,128 x 160 pixelsType: LCD (TFT/TFD),1100 mAh LiIonRemovableTalk: 3 hours max.Standby: 190 hours max.,?,Not expandable,"VGA (640 x 480) LED flashself-timer, night mode functionsbrightness, white balance controls",3.28 oz 93 g,3.51 x 1.87 x 0.94 in 89 x 47 x 23.9 mm,1xRTT
VX-5400,https://www.phonescoop.com/phones/phone.php?p=1192,"1.8 in diagonal, 4:5160 x 128 pixels116 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 4.7 hours max.Standby: 400 hours max.,?,Not expandable,"VGA (640 x 480) self-timer, night mode functionsbrightness, white balance controlsimage editor",3.21 oz 91 g,3.54 x 1.87 x 0.89 in 90 x 47 x 22.6 mm,1xRTT
VX-5500,https://www.phonescoop.com/phones/phone.php?p=1722,"1.8 in diagonal, 5:4176 x 220 pixels160 ppi approx.Type: LCD (TFT/TFD)",1000 mAhRemovableTalk: 5 hours max.Standby: 440 hours max.,?,44 MB internal storageNot expandable,"VGA (640 x 480) self-timer, brightness, white balance, night mode functions",3.05 oz 86 g,3.56 x 1.84 x 0.73 in 90 x 47 x 18.5 mm,1xRTT
VX-6000,https://www.phonescoop.com/phones/phone.php?p=263,120 x 160 pixelsType: LCD (TFT/TFD)TFT,950 mAh LiIonRemovableTalk: 2.5 hours max.Standby: 110 hours max.,?,Not expandable,VGA (640 x 480) CMOSdigital zoomwhite balance and color tone controlsmirror and self-timer for self-portraits,3.98 oz 113 g,3.54 x 1.9 x 0.95 in 90 x 48 x 24.1 mm,1xRTT
VX-6100,https://www.phonescoop.com/phones/phone.php?p=504,128 x 160 pixelsType: LCD (TFT/TFD)TFT,1000 mAh LiIonRemovableTalk: 3 hours max.Standby: 150 hours max.,?,Not expandable,VGA (640 x 480) LED flashsliding lens coverCMOS typewhite balance and brightness controlsmulti-shot and self-timer functions,3.88 oz 110 g,3.56 x 1.9 x 0.94 in 90 x 48 x 23.9 mm,1xRTT
VX-7000,https://www.phonescoop.com/phones/phone.php?p=430,176 x 220 pixelsType: LCD (TFT/TFD)TFT,1100 mAh LiIonRemovableTalk: 3.3 hours max.Standby: 180 hours max.,?,4 MB internal storageNot expandable,VGA (640 x 480) rotates to face in or outwith LED flashself-timernight modeVideo: clips up to 15 seconds,3.88 oz 110 g,3.69 x 1.89 x 0.98 in 94 x 48 x 24.9 mm,1xRTT
VX-8000,https://www.phonescoop.com/phones/phone.php?p=483,176 x 220 pixelsType: LCD (TFT/TFD)TFT,1100 mAh LiPolymerRemovableTalk: 4.7 hours max.Standby: 185 hours max.,?,32 MB internal storageNot expandable,"1+ megapixel max 1280 x 960 pixelsLED flashCCD type sensormacro, night modesself-timerbrightness, white balance, ISO controlsVideo: QCIF (176 x 144) 15 seconds max.",3.88 oz 110 g,3.76 x 1.97 x 0.93 in 96 x 50 x 23.6 mm,EVDO r0
VX-8100,https://www.phonescoop.com/phones/phone.php?p=665,176 x 220 pixelsType: LCD (TFT/TFD),1000 mAh LiIonRemovableTalk: 3.7 hours max.Standby: 163 hours max.,?,Expandable via memory card,"1+ megapixel with LED flashCMOS2x digital zoomnight mode, self-timer functionsbrightness, white balance controlsVideo: QCIF (176 x 144) 15 FPS / 3GPP2 format / 15 seconds max.",4.16 oz 118 g,3.58 x 1.92 x 1.03 in 91 x 49 x 26.2 mm,EVDO r0
VX-8300,https://www.phonescoop.com/phones/phone.php?p=905,176 x 220 pixelsType: LCD (TFT/TFD),1100 mAh LiIonRemovableTalk: 3.8 hours max.Standby: 384 hours max.,?,28 MB internal storageExpandable via memory card,"1+ megapixel LED flashself-timer, night modebrightness, white balance controlsCMOS type sensorVideo: QCIF (176 x 144)",3.88 oz 110 g,3.58 x 1.93 x 0.92 in 91 x 49 x 23.4 mm,EVDO r0
VX-8350,https://www.phonescoop.com/phones/phone.php?p=1286,176 x 220 pixelsType: LCD (TFT/TFD),1000 mAh LiIonRemovableTalk: 3.5 hours max.Standby: 210 hours max.,?,36 MB internal storageExpandable via memory card,"1+ megapixel self-timer, night modebrightness, white balance controlsVideo: QCIF (176 x 144) 1 hour",3.3 oz 94 g,3.73 x 1.97 x 0.87 in 95 x 50 x 22.1 mm,EVDO r0
VX-8360,https://www.phonescoop.com/phones/phone.php?p=1649,"2 in diagonal, 4:3QVGA 240 x 320 pixels200 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 5.3 hours max.Standby: 641 hours max.,?,33 MB internal storageExpandable via memory card,"1+ megapixel self-timer, night mode, brightness, white balance functionscan use external display as viewfinder when closedVideo: QCIF (176 x 144) one hour",3.35 oz 95 g,3.64 x 1.91 x 0.78 in 92 x 49 x 19.8 mm,EVDO r0
VX-8500 Chocolate,https://www.phonescoop.com/phones/phone.php?p=980,QVGA 240 x 320 pixelsType: LCD (TFT/TFD),800 mAh LiPolymerRemovableTalk: 3.5 hours max.Standby: 384 hours max.,?,Expandable via memory card,"1+ megapixel self-timer, night mode functionsbrightness, white balance controlsVideo: QCIF (176 x 144) 3GPP2 format / 1 hour",3.53 oz 100 g,3.8 x 1.88 x 0.69 in 97 x 48 x 17.5 mm,EVDO r0
VX-8550 Chocolate,https://www.phonescoop.com/phones/phone.php?p=1213,QVGA 240 x 320 pixelsType: LCD (TFT/TFD),800 mAh LiIonRemovableTalk: 4.2 hours max.Standby: 350 hours max.,?,64 MB internal storageExpandable via memory card,"1+ megapixel self-timer, night modebrightness, white balance controlsVideo: QCIF (176 x 144) 1 hour",3.24 oz 92 g,3.85 x 1.87 x 0.67 in 98 x 47 x 17 mm,EVDO r0
VX-8600 / AX-8600,https://www.phonescoop.com/phones/phone.php?p=999,176 x 220 pixelsType: LCD (TFT/TFD),800 mAh LiPolymerRemovableTalk: 3.7 hours max.Standby: 398 hours max.,?,Expandable via memory card,"1+ megapixel self-timer, white balance, night mode functionsVideo: QCIF (176 x 144) 3GPP2 format / 1 hour",3.26 oz 92 g,3.89 x 1.93 x 0.58 in 99 x 49 x 14.7 mm,EVDO r0
VX-8700,https://www.phonescoop.com/phones/phone.php?p=1104,QVGA 240 x 320 pixelsType: LCD (TFT/TFD),800 mAh LiIonRemovableTalk: 3.3 hours max.Standby: 240 hours max.,?,30 MB internal storageExpandable via memory card,"2+ megapixel self-timer, night mode functionsbrightness, white balance controlsVideo: QVGA (320 x 240) 1 hour",3.77 oz 107 g,3.82 x 1.95 x 0.54 in 97 x 50 x 13.7 mm,EVDO r0
VX-9400,https://www.phonescoop.com/phones/phone.php?p=1049,QVGA 240 x 320 pixelsType: LCD (TFT/TFD),950 mAh LiPolymerRemovableTalk: 3.8 hours max.Standby: 458 hours max.,?,38 MB internal storageExpandable via memory card,"1+ megapixel LED flash, 3-10 second self-timer, night mode, spot meteringbrightness, white balance controlsVideo: QVGA (320 x 240) 1 hour",4.06 oz 115 g,4.04 x 1.93 x 0.75 in 103 x 49 x 19.1 mm,EVDO r0
Wave AX-380 / UX-380,https://www.phonescoop.com/phones/phone.php?p=1304,176 x 220 pixelsType: LCD (TFT/TFD),? mAh LiIonRemovableTalk: 3 hours max.Standby: 200 hours max.,?,Expandable via memory card,"1+ megapixel self-timer, multi-shot, night modebrightness, white balance controlsVideo: QCIF (176 x 144) 1 hour",3.3 oz 94 g,3.5 x 1.93 x 0.89 in 89 x 49 x 22.6 mm,EVDO r0
Wine II,https://www.phonescoop.com/phones/phone.php?p=2404,"2.4 in diagonal, 4:3QVGA 240 x 320 pixels167 ppi approx.Type: LCD (TFT/TFD)",900 mAh LiIonRemovableTalk: 3.2 hours max.Standby: 336 hours max.,?,256 MB internal storageExpandable via memory card,"2+ megapixel night mode, self-timer, brightness, white balance controlsVideo: QCIF (176 x 144) 1 hour",3.6 oz 102 g,3.97 x 1.97 x 0.62 in 101 x 50 x 15.7 mm,EVDO r0
Wine UX-280,https://www.phonescoop.com/phones/phone.php?p=1550,"2.2 in diagonal, 4:3QVGA 240 x 320 pixels182 ppi approx.Type: LCD (TFT/TFD)",850 mAhRemovableTalk: 4 hours max.Standby: 250 hours max.,?,48 MB internal storageNot expandable,"1+ megapixel multi-shot, self-timer, night mode, white balance, brightness functionscan use outer display as viewfinder when closed",3.32 oz 94 g,3.89 x 1.93 x 0.66 in 99 x 49 x 16.8 mm,1xRTT
X Charge / X power2 / Fiesta,https://www.phonescoop.com/phones/phone.php?p=5424,"5.5 in diagonal, 16:9HD 720 x 1280 pixels267 ppi approx.Type: LCD (TFT/TFD)",4500 mAh LiIonNon-removableTalk: 20 hours max.Standby: 648 hours max.,1.4 GHz Qualcomm Snapdragon 425 MSM8917quad-core / Sprint/Boost version has 1.5 GHz MediaTek MT6750 (octa-core)2 GB RAMFiesta has 1.5 GB of RAM,16 GB raw hardware9 GB available to userExpandable via memory card,"13+ megapixel LED flashHDR, timer, voice triggerVideo: 1080p HD",5.78 oz 164 g,6.05 x 3.07 x 0.34 in 154 x 78 x 8.6 mm,LTE (Cat 4)
X power (CDMA),https://www.phonescoop.com/phones/phone.php?p=5242,"5.3 in diagonal, 16:8.9710 x 1280 pixels276 ppi approx.Type: LCD (TFT/TFD)",4100 mAh LiIonNon-removableTalk: 33 hours max.,1.8 GHz MediaTek Helio P10 MT6755Mocta-core / US610 (US Cellular) has Snapdragon 210 instead2 GB RAM,16 GB raw hardware9 GB available to userExpandable via memory card,"8+ megapixel LED flashpanorama, voice and gesture triggers, face detection, timerVideo: 1080p HD",4.87 oz 138 g,5.86 x 2.95 x 0.31 in 149 x 75 x 7.9 mm,LTE (Cat 6)
X power (GSM),https://www.phonescoop.com/phones/phone.php?p=5187,"5.3 in diagonal, 16:9HD 720 x 1280 pixels277 ppi approx.Type: LCD (TFT/TFD)",4100 mAh LiIonNon-removableTalk: 27 hours max.Standby: 1025 hours max.,1.3 GHz Qualcomm Snapdragon 210 MSM8909quad-core1.5 GB RAM,16 GB raw hardware10.7 GB available to userExpandable via memory card,"8+ megapixel LED flash, auto-focuspanorama, face detection, voice trigger, timerVideo: 720p HD can pause recording",4.87 oz 138 g,5.86 x 2.95 x 0.31 in 149 x 75 x 7.9 mm,LTE (Cat 4)
X venture,https://www.phonescoop.com/phones/phone.php?p=5447,"5.2 in diagonal, 16:9Full HD 1080 x 1920 pixels424 ppi approx.Type: LCD (TFT/TFD)",4100 mAh LiIonNon-removableTalk: 24 hours max.Standby: 730 hours max.,1.4 GHz Qualcomm Snapdragon 435 MSM89402 GB RAM,32 GB raw hardware22 GB available to userExpandable via memory card,"16+ megapixel LED flash, f/2.2 aperturepanorama, HDR, voice trigger, timerVideo: 1080p HD",5.8 oz 164 g,6 x 3 x 0.36 in 152 x 76 x 9.1 mm,?
Xenon GR500,https://www.phonescoop.com/phones/phone.php?p=1929,"2.8 in diagonal, 5:3WQVGA 240 x 400 pixels167 ppi approx.Type: LCD (TFT/TFD)",950 mAh LiIonRemovableTalk: 4 hours max.Standby: 264 hours max.,?,80 MB available to userExpandable via memory card,"2+ megapixel LED flashmulti-shot, night mode, self-timer, brightness, white balance functionsVideo: QVGA (320 x 240)",3.81 oz 108 g,4.16 x 2.11 x 0.62 in 106 x 54 x 15.7 mm,HSDPA 3.6
Xpression / Xpression 2,https://www.phonescoop.com/phones/phone.php?p=3463,"3 in diagonal, 5:3WQVGA 240 x 400 pixels155 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 3.3 hours max.Standby: 240 hours max.,Qualcomm QSC6270,50 MB available to userExpandable via memory card,"2+ megapixel night mode, timer, brightness, white balance controlsVideo: QVGA (320 x 240)",4.59 oz 130 g,4.24 x 2.13 x 0.66 in 108 x 54 x 16.8 mm,HSDPA 3.6
Lumia 550,https://www.phonescoop.com/phones/phone.php?p=4987,"4.7 in diagonal, 16:9HD 720 x 1280 pixels312 ppi approx.Type: LCD (TFT/TFD)",2100 mAh LiIonRemovableTalk: 14 hours max.Standby: 672 hours max.,1.1 GHz Qualcomm Snapdragon 210 MSM8909quad-core1 GB RAM,8 GB raw hardwareExpandable via memory card,"5+ megapixel auto-focus, LED flashVideo: 720p HD",5.01 oz 142 g,5.36 x 2.67 x 0.39 in 136 x 68 x 9.9 mm,LTE (Cat 4)
Lumia 640,https://www.phonescoop.com/phones/phone.php?p=4720,"5 in diagonal, 16:9HD 720 x 1280 pixels294 ppi approx.Type: LCD (TFT/TFD)IPS / gorilla glass 3",2500 mAh LiIonRemovableTalk: 17.5 hours max.Standby: 864 hours max.,1.2 GHz Qualcomm Snapdragon 400 MSM8926quad-core1 GB RAM,8 GB raw hardware4.2 GB available to userExpandable via memory card,"8+ megapixel f/2.2, 28 mm lens, LED flashVideo: 1080p HD",5.11 oz 145 g,5.56 x 2.84 x 0.35 in 141 x 72 x 8.9 mm,LTE (Cat 4)
Lumia 640 XL,https://www.phonescoop.com/phones/phone.php?p=4721,"5.7 in diagonal, 16:9HD 720 x 1280 pixels258 ppi approx.Type: LCD (TFT/TFD)IPS / Gorilla Glass 3",3000 mAh LiIonRemovableTalk: 25 hours max.Standby: 888 hours max.,1.2 GHz Qualcomm Snapdragon 400 MSM8226quad-core1 GB RAM,8 GB raw hardware3.7 GB available to userExpandable via memory card,"13+ megapixel LED flash, Zeiss lens, auto-focusVideo: 1080p HD",6.03 oz 171 g,6.22 x 3.21 x 0.35 in 158 x 81 x 9 mm,Some versions onlyLTE (Cat 4)
Lumia 650,https://www.phonescoop.com/phones/phone.php?p=5054,"5 in diagonal, 16:9HD 720 x 1280 pixels294 ppi approx.Type: AMOLEDClearBlack AMOLED",2000 mAh LiIonRemovableTalk: 16 hours max.Standby: 624 hours max.,1.3 GHz Qualcomm Snapdragon 212quad-core1 GB RAM,16 GB raw hardware10 GB available to userExpandable via memory card,"8+ megapixel auto-focus, LED flashVideo: 720p HD",4.3 oz 122 g,5.59 x 2.79 x 0.27 in 142 x 71 x 6.9 mm,LTE (Cat 4)
Lumia 735 (CDMA),https://www.phonescoop.com/phones/phone.php?p=4627,"4.7 in diagonal, 16:9HD 720 x 1280 pixels312 ppi approx.Type: AMOLED",2200 mAh LiIonRemovableTalk: 23.7 hours max.Standby: 576 hours max.,1.2 GHz Qualcomm Snapdragon 400 MSM8926quad-core1 GB RAM,16 GB raw hardware10.8 GB available to userExpandable via memory card,"5+ megapixel 6.7-megapixelLED flash, Zeiss lensVideo: 1080p HD",4.7 oz 133 g,5.3 x 2.7 x 0.4 in 135 x 69 x 10.2 mm,LTE (Cat 4)
Lumia 950,https://www.phonescoop.com/phones/phone.php?p=4976,"5.2 in diagonal, 16:9Quad HD 1440 x 2560 pixels565 ppi approx.Type: AMOLED",3000 mAh LiIonRemovableTalk: 18 hours max.Standby: 288 hours max.,1.8 GHz Qualcomm Snapdragon 808 MSM8992hexa-core3 GB RAM,32 GB raw hardware24 GB available to userExpandable via memory card,"20+ megapixel dedicated button, triple-LED flash, OIS, 6-lens Zeiss opticsLenses (software plug-ins), timerVideo: 4K UHD",5.29 oz 150 g,5.71 x 2.88 x 0.32 in 145 x 73 x 8.2 mm,LTE (Cat 6)
Lumia 950 XL,https://www.phonescoop.com/phones/phone.php?p=4975,"5.7 in diagonal, 16:9Quad HD 1440 x 2560 pixels515 ppi approx.Type: AMOLED",3340 mAh LiIonRemovableTalk: 19 hours max.Standby: 288 hours max.,2 GHz Qualcomm Snapdragon 810 MSM8994octa-core3 GB RAM,32 GB raw hardware24 GB available to userExpandable via memory card,"20+ megapixel dedicated button, triple-LED flash, OIS, 6-lens Zeiss opticsLenses (software plug-ins), timerVideo: 4K UHD",5.82 oz 165 g,5.98 x 3.09 x 0.32 in 152 x 78 x 8.1 mm,LTE (Cat 6)
Mio 8380,https://www.phonescoop.com/phones/phone.php?p=278,176 x 220 pixelsType: LCD (TFT/TFD)TFT transflective,1050 mAh LiPolymerRemovableTalk: 2.5 hours max.Standby: 72 hours max.,200 MHz Intel XScale,16 MB internal storageExpandable via memory card,CIF (352 x 288)Video: built-in MPEG-4 encoder for sending video,5.04 oz 143 g,3.82 x 2.03 x 1.17 in 97 x 52 x 29.7 mm,GPRS class 10
Mio 8390,https://www.phonescoop.com/phones/phone.php?p=476,176 x 220 pixelsType: LCD (TFT/TFD)TFT,750 mAhRemovableTalk: 3 hours max.Standby: 85 hours max.,?,32 MB internal storageExpandable via memory card,VGA (640 x 480) multi-shot and night modesCMOS sensorVideo: clips up to 15 seconds / 10 fps / MPEG4 format,4.41 oz 125 g,3.9 x 2.01 x 0.95 in 99 x 51 x 24.1 mm,GPRS class 8
M900 / M430i,https://www.phonescoop.com/phones/phone.php?p=658,QVGA 240 x 320 pixelsType: LCD (TFT/TFD)TFD,830 mAh LiIonRemovableTalk: 7 hours max.Standby: 300 hours max.,?,15 MB internal storageExpandable via memory card32 MB card included,1+ megapixel Super CCD 1.3 megapixel sensorup to 2 megapixel image size (1632 x 1224 pixels)LED flashbrightness and white balance controlsself-timer functionsliding lens covermacro modeVideo: QCIF (176 x 144) brightness control / 10.5 minutes,4.41 oz 125 g,4.13 x 1.89 x 0.94 in 105 x 48 x 23.9 mm,GPRS class 10 (4+2)
A1200 / MING,https://www.phonescoop.com/phones/phone.php?p=871,QVGA 240 x 320 pixelsType: LCD (TFT/TFD),850 mAh LiIonRemovableTalk: 7.4 hours max.Standby: 170 hours max.,?,8 MB internal storageExpandable via memory card,2+ megapixel macro modeVideo: 2 hours,4.3 oz 122 g,3.77 x 2.04 x 0.85 in 96 x 52 x 21.6 mm,GPRS class 10
A630,https://www.phonescoop.com/phones/phone.php?p=418,220 x 176 pixelsType: LCD (TFT/TFD)TFT / landscape orientation,820 mAh LiIonRemovableTalk: 4.3 hours max.Standby: 200 hours max.,?,5 MB internal storageNot expandable,VGA (640 x 480) self-timer option,4.34 oz 123 g,3.74 x 1.91 x 0.93 in 95 x 49 x 23.6 mm,GPRS
A668,https://www.phonescoop.com/phones/phone.php?p=633,128 x 160 pixelsType: LCD (TFT/TFD)TFT,820 mAhRemovableTalk: 2.7 hours max.Standby: 110 hours max.,?,8 MB internal storageNot expandable,1+ megapixel 8x digital zoommulti-shotVideo: 1 minute,3.16 oz 90 g,3.64 x 1.76 x 0.94 in 92 x 45 x 23.9 mm,GPRS
A780,https://www.phonescoop.com/phones/phone.php?p=590,QVGA 240 x 320 pixelsType: LCD (TFT/TFD)TFT,780 mAh LiIonRemovableTalk: 6 hours max.Standby: 190 hours max.,?,50 MB internal storageExpandable via memory card,1+ megapixelVideo: MPEG-4 format,4.59 oz 130 g,4.2 x 2.1 x 0.94 in 107 x 53 x 23.9 mm,EDGE
A830,https://www.phonescoop.com/phones/phone.php?p=227,176 x 220 pixelsType: LCD (Color),? mAhRemovable,?,Expandable via memory card,Some versions only camera swivels and captures video,5.5 oz 156 g,5.3 x 2.1 x 0.9 in 135 x 53 x 22.9 mm,GPRS and WCDMA/UMTS on certain European networks
