Phone,Web_Link,Display,Battery,Processor,Storage,Camera,Weight,Dimensions,Data Technology
DuraXTP,https://www.phonescoop.com/phones/phone.php?p=4989,"2.4 in diagonal, 4:3QVGA 240 x 320 pixels167 ppi approx.Type: LCD (TFT/TFD)",1500 mAh LiIonRemovableTalk: 6.8 hours max.Standby: 641 hours max.,480 MHz Qualcomm QSC6185256 MB RAM,512 MB raw hardware60 MB available to userExpandable via memory card,"5+ megapixel LED flash, auto-focusnight mode, timer, burst modeVideo: QVGA (320 x 240)",5.75 oz 163 g,4.13 x 2.15 x 0.99 in 105 x 55 x 25.1 mm,EVDO rA
DuraXV / DuraXV Plus / DuraXA,https://www.phonescoop.com/phones/phone.php?p=4628,"2.4 in diagonal, 4:3QVGA 240 x 320 pixels167 ppi approx.Type: LCD (TFT/TFD)",1500 mAh LiIonRemovableTalk: 7.7 hours max.Standby: 440 hours max.,Qualcomm QSC6185256 MB RAM,512 MB raw hardware253 MB available to userExpandable via memory card4GB card included (DuraXV only),"Some versions only5+ megapixel auto-focus, LED flashtimerDuraXV offered in non-camera versionVideo: QVGA (320 x 240)",5.6 oz 159 g,4.13 x 2.15 x 0.98 in 105 x 55 x 24.9 mm,EVDO rA
DuraXV LTE,https://www.phonescoop.com/phones/phone.php?p=5566,"2.6 in diagonal, 4:3QVGA 240 x 320 pixels154 ppi approx.Type: LCD (TFT/TFD)",1530 mAh LiIonRemovableTalk: 8 hours max.Standby: 439 hours max.,1.1 GHz Qualcomm Snapdragon 210 MSM89092 GB RAM,16 GB raw hardwareExpandable via memory card,"5+ megapixel auto-focus, LED flashtimerVideo: 720p HD",6.17 oz 175 g,4.21 x 2.26 x 1.03 in 107 x 57 x 26.2 mm,LTE (Cat 4)
Echo,https://www.phonescoop.com/phones/phone.php?p=3166,"3.5 in diagonal, 5:3WVGA 480 x 800 pixels267 ppi approx.Type: LCD (TFT/TFD)plus second display that can double size and resolution used together",1370 mAh LiIonRemovableTalk: 6 hours max.,1 GHz Qualcomm Snapdragon S1 QSD8650,530 MB available to userExpandable via memory card8 GB card included,5+ megapixel auto-focusLED flashVideo: 720p HD,6.8 oz 193 g,4.53 x 2.22 x 0.68 in 115 x 56 x 17.2 mm,EVDO rA
Event,https://www.phonescoop.com/phones/phone.php?p=3955,"3.5 in diagonal, 3:2320 x 480 pixels165 ppi approx.Type: LCD (TFT/TFD)IPS",1500 mAh LiIonRemovableTalk: 8.7 hours max.Standby: 168 hours max.,1 GHz Qualcomm Snapdragon S2 MSM8655512 MB RAM,4 GB raw hardware1.2 GB available to userExpandable via memory card,3+ megapixel LED flashVideo: WVGA / 480p,4.1 oz 116 g,4.53 x 2.41 x 0.46 in 115 x 61 x 11.7 mm,EVDO rA
Hydro / Hydro Plus,https://www.phonescoop.com/phones/phone.php?p=3771,"3.5 in diagonal, 3:2320 x 480 pixels165 ppi approx.Type: LCD (TFT/TFD)IPS",1500 mAh LiIonRemovableTalk: 8.4 hours max.,1 GHz Qualcomm Snapdragon S2 MSM8655512 MB RAM,2 GB raw hardware983 MB available to userExpandable via memory card2 GB card included,3+ megapixel with LED flash and digital zoomVideo: WVGA / 480p 30 fps,4.16 oz 118 g,4.53 x 2.44 x 0.5 in 115 x 62 x 12.7 mm,EVDO rA
Hydro Edge,https://www.phonescoop.com/phones/phone.php?p=4131,"4 in diagonal, 5:3WVGA 480 x 800 pixels233 ppi approx.Type: LCD (TFT/TFD)IPS",1600 mAh LiIonRemovableTalk: 13 hours max.Standby: 180 hours max.,1 GHz Qualcomm Snapdragon S4 Plus MSM8627dual-core1 GB RAM,4 GB raw hardware2 GB available to userExpandable via memory card,"5+ megapixel BSI sensor, auto-focuspanorama, HDR, face recognitionVideo: 720p HD",4.5 oz 128 g,4.9 x 2.5 x 0.39 in 124 x 64 x 9.9 mm,EVDO rA
Hydro Elite,https://www.phonescoop.com/phones/phone.php?p=4240,"4.3 in diagonal, 16:9HD 720 x 1280 pixels342 ppi approx.Type: LCD (TFT/TFD)",2100 mAh LiIonRemovableTalk: 13 hours max.Standby: 236 hours max.,1.5 GHz Qualcomm Snapdragon S4 Plus MSM8960dual-core1.5 GB RAM,16 GB raw hardware8.6 GB available to userExpandable via memory card,"8+ megapixel LED flash, auto-focuspanorama, HDR, smile detection, multi-shotVideo: 1080p HD",4.51 oz 128 g,4.82 x 2.38 x 0.43 in 122 x 60 x 10.8 mm,LTE (Cat 3)
Hydro Life,https://www.phonescoop.com/phones/phone.php?p=4423,"4.5 in diagonal, 16:9qHD 540 x 960 pixels245 ppi approx.Type: LCD (TFT/TFD)IPS",2000 mAh LiIonRemovableTalk: 13.5 hours max.Standby: 480 hours max.,1.2 GHz Qualcomm Snapdragon MSM8212quad-core1.5 GB RAM,8 GB raw hardware5 GB available to userExpandable via memory card,5+ megapixel LED flashHDRVideo: 720p HD,4.8 oz 136 g,5.19 x 2.57 x 0.43 in 132 x 65 x 10.9 mm,HSPA+ 21
Hydro Reach,https://www.phonescoop.com/phones/phone.php?p=5104,"5 in diagonal, 16:9qHD 540 x 960 pixels220 ppi approx.Type: LCD (TFT/TFD)",2160 mAh LiIonNon-removableTalk: 11.9 hours max.Standby: 161 hours max.,1.1 GHz Qualcomm Snapdragon 210 MSM8909quad-core1 GB RAM,8 GB raw hardware2.1 GB available to userExpandable via memory card,"5+ megapixel auto-focus, LED flashHDRVideo: 720p HD",4.97 oz 141 g,5.47 x 2.84 x 0.39 in 139 x 72 x 9.9 mm,LTE (Cat 4)
Hydro Vibe / Icon,https://www.phonescoop.com/phones/phone.php?p=4453,"4.5 in diagonal, 16:9qHD 540 x 960 pixels245 ppi approx.Type: LCD (TFT/TFD)",2000 mAh LiIonRemovableTalk: 14 hours max.Standby: 193 hours max.,1.2 GHz Qualcomm Snapdragon 400 MSM8926quad-core1.5 GB RAM,8 GB raw hardware4.4 GB available to userExpandable via memory card,"8+ megapixel auto-focus, LED flashHDR, panorama, smile detectionVideo: 1080p HD",4.9 oz 139 g,5.02 x 2.5 x 0.43 in 128 x 64 x 10.9 mm,LTE (Cat 3)
Hydro View / Hydro Shore,https://www.phonescoop.com/phones/phone.php?p=5013,"5 in diagonal, 16:9qHD 540 x 960 pixels220 ppi approx.Type: LCD (TFT/TFD)IPS",2160 mAh LiIonNon-removableTalk: 11 hours max.Standby: 161 hours max.,1.1 GHz Qualcomm Snapdragon 210 MSM8909quad-core1 GB RAM,8 GB raw hardware3.4 GB available to userExpandable via memory card,"5+ megapixel auto-focus, LED flashVideo: 1080p HD",4.97 oz 141 g,5.47 x 2.84 x 0.39 in 139 x 72 x 9.9 mm,LTE (Cat 4)
Hydro Wave / Hydro Air,https://www.phonescoop.com/phones/phone.php?p=4868,"5 in diagonal, 16:9qHD 540 x 960 pixels220 ppi approx.Type: LCD (TFT/TFD)IPS",2300 mAh LiIonNon-removableTalk: 18 hours max.Standby: 600 hours max.,1.2 GHz Qualcomm Snapdragon 410 MSM8916quad-core1 GB RAM,8 GB raw hardware3.5 GB available to userExpandable via memory card,"5+ megapixel LED flashHDR, smile detection, night modeVideo: 1080p HD time lapse mode",5.11 oz 145 g,5.66 x 2.85 x 0.42 in 144 x 72 x 10.7 mm,LTE (Cat 4)
Hydro XTRM (CDMA),https://www.phonescoop.com/phones/phone.php?p=4132,"4 in diagonal, 5:3WVGA 480 x 800 pixels233 ppi approx.Type: LCD (TFT/TFD)IPS",2000 mAh LiIonRemovableTalk: 12.4 hours max.Standby: 300 hours max.,1.2 GHz Qualcomm Snapdragon S4 Plus MSM8960dual-core1 GB RAM,4 GB raw hardware2 GB available to userExpandable via memory card,"5+ megapixel with LED flash, night modeVideo: 1080p HD",4.9 oz 139 g,4.88 x 2.52 x 0.42 in 124 x 64 x 10.7 mm,LTE (Cat 3) plus 1xEV-DO rA
Hydro XTRM (GSM),https://www.phonescoop.com/phones/phone.php?p=4238,"4 in diagonal, 5:3WVGA 480 x 800 pixels233 ppi approx.Type: LCD (TFT/TFD)",2000 mAh LiIonRemovableTalk: 11 hours max.Standby: 430 hours max.,1.2 GHz Qualcomm Snapdragon S4 Plus MSM8960dual-core1 GB RAM,4 GB raw hardware1 GB available to userExpandable via memory card,"5+ megapixel auto-focus, LED flashVideo: 1080p HD",4.9 oz 139 g,4.88 x 2.52 x 0.42 in 124 x 64 x 10.7 mm,LTE (Cat 3)
Jet / Angel,https://www.phonescoop.com/phones/phone.php?p=789,176 x 220 pixelsType: LCD (TFT/TFD),920 mAh LiIonRemovableTalk: 2.7 hours max.Standby: 160 hours max.,?,8 MB internal storageExpandable via memory card,VGA (640 x 480) LED flashVideo: MPEG-4 format / 15 seconds max.,3.88 oz 110 g,3.89 x 1.93 x 0.86 in 99 x 49 x 21.8 mm,EVDO r0
K322 / K323,https://www.phonescoop.com/phones/phone.php?p=972,128 x 160 pixelsType: LCD (STN),900 mAh LiIonRemovableTalk: 3.5 hours max.Standby: 165 hours max.,?,14 MB internal storageNot expandable,"VGA (640 x 480) LED flashmulti-shot, self-timer, night mode functionswhite balance control",3.4 oz 96 g,3.54 x 1.81 x 0.92 in 90 x 46 x 23.4 mm,1xRTT
K342,https://www.phonescoop.com/phones/phone.php?p=973,128 x 160 pixelsType: LCD (TFT/TFD),900 mAh LiIonRemovableTalk: 3.5 hours max.Standby: 165 hours max.,?,16 MB internal storageNot expandable,"1+ megapixel LED flashmulti-shot, self-timer, white balanceVideo: 15 seconds max.",3.4 oz 96 g,3.54 x 1.81 x 0.92 in 90 x 46 x 23.4 mm,1xRTT
Koi KX2,https://www.phonescoop.com/phones/phone.php?p=486,132 x 176 pixelsType: LCD (TFT/TFD)TFT,900 mAh LiIonRemovableTalk: 3.5 hours max.Standby: 100 hours max.,?,16 MB internal storageNot expandable,"1+ megapixel 1280 x 960 pixelsflash5x digital zoom16 MB memory (up to 40 megapixel photos)sliding lens coverself-timer, multi-shot, and white balance functionsVideo: clips up to 15 seconds (MPEG-4)",4.02 oz 114 g,3.94 x 1.97 x 0.98 in 100 x 50 x 24.9 mm,1xRTT
Laylo M1400,https://www.phonescoop.com/phones/phone.php?p=2241,"2.2 in diagonal, 4:3QVGA 240 x 320 pixels182 ppi approx.Type: LCD (TFT/TFD)",700 mAh LiIonRemovableTalk: 3.3 hours max.Standby: 200 hours max.,?,13 MB available to userNot expandable,"1+ megapixel time/date stamp, multi-shot, timer, white balance, brightness controls",3.2 oz 91 g,3.73 x 1.84 x 0.67 in 95 x 47 x 17 mm,1xRTT
Loft / Torino S2300,https://www.phonescoop.com/phones/phone.php?p=2478,"2.2 in diagonal, 3:4QVGA 320 x 240 pixels182 ppi approx.Type: LCD (TFT/TFD)",920 mAh LiIonRemovableTalk: 4 hours max.Standby: 225 hours max.,?,11 MB available to userNot expandable,1+ megapixel,3.4 oz 96 g,4.06 x 2.6 x 0.57 in 103 x 66 x 14.5 mm,1xRTT
Mako S4000,https://www.phonescoop.com/phones/phone.php?p=1501,"1.8 in diagonal, 5:4128 x 160 pixels114 ppi approx.Type: LCD (TFT/TFD)",790 mAh LiIonRemovableTalk: 4.1 hours max.Standby: 250 hours max.,?,28 MB internal storageNot expandable,"VGA (640 x 480) self-timer, multi-shot, brightness, white balance options",2.91 oz 82 g,3.5 x 1.84 x 0.67 in 89 x 47 x 17 mm,1xRTT
Milano / Jitterbug Touch,https://www.phonescoop.com/phones/phone.php?p=3505,"3 in diagonal, 4:3QVGA 240 x 320 pixels133 ppi approx.Type: LCD (TFT/TFD)",1490 mAh LiIonRemovableTalk: 7.7 hours max.,800 MHz Qualcomm MSM7627T,150 MB available to userExpandable via memory card2 GB card included,"3+ megapixel auto-focusmacro mode, night modewhite balance controlVideo: WVGA / 480p at 20 fps",5.57 oz 158 g,4.13 x 2.4 x 0.67 in 105 x 61 x 17.1 mm,EVDO r0
Neo E1100,https://www.phonescoop.com/phones/phone.php?p=1566,"2.2 in diagonal, 4:3QVGA 240 x 320 pixels182 ppi approx.Type: LCD (TFT/TFD)",790 mAh LiIonRemovableTalk: 4.2 hours max.Standby: 200 hours max.,?,17 MB internal storageNot expandable,"1+ megapixel self-timer, multi-shot, brightness, white balance functions",3.21 oz 91 g,3.51 x 2.05 x 0.65 in 89 x 52 x 16.5 mm,1xRTT
Presto S1350,https://www.phonescoop.com/phones/phone.php?p=3252,"1.8 in diagonal, 5:4128 x 160 pixels114 ppi approx.Type: LCD (TFT/TFD)",920 mAh LiIonRemovableTalk: 3.3 hours max.Standby: 200 hours max.,Qualcomm QSC6055,128 MB raw hardware71 MB available to userNot expandable,VGA (640 x 480),2.65 oz 75 g,4.49 x 1.79 x 0.54 in 114 x 46 x 13.7 mm,1xRTT
Rally,https://www.phonescoop.com/phones/phone.php?p=4713,"1.8 in diagonal, 5:4128 x 160 pixels114 ppi approx.Type: LCD (TFT/TFD)",760 mAh LiIonRemovableTalk: 3.7 hours max.Standby: 240 hours max.,230 MHz Qualcomm QSC6270128 MB RAM,256 MB raw hardware64 MB available to userExpandable via memory card,VGA (640 x 480) timer,2.6 oz 74 g,4.57 x 1.77 x 0.54 in 116 x 45 x 13.7 mm,HSDPA 3.6
Rio E3100,https://www.phonescoop.com/phones/phone.php?p=2756,"2.8 in diagonal, 4:3QVGA 240 x 320 pixels143 ppi approx.Type: LCD (TFT/TFD)",920 mAh LiIonRemovableTalk: 5.5 hours max.Standby: 336 hours max.,?,40 MB available to userExpandable via memory card,1+ megapixel with photo editing tools,3.17 oz 90 g,4.13 x 2.2 x 0.5 in 105 x 56 x 12.7 mm,1xRTT
Rise,https://www.phonescoop.com/phones/phone.php?p=3770,"3.5 in diagonal, 3:2320 x 480 pixels165 ppi approx.Type: LCD (TFT/TFD)IPS",1500 mAh LiIonRemovableTalk: 8.6 hours max.Standby: 168 hours max.,1 GHz Qualcomm Snapdragon S2 MSM8655512 MB RAM,2 GB raw hardware983 MB available to userExpandable via memory card2 GB card included,3+ megapixel with LED flashVideo: WVGA / 480p 30 fps,5.54 oz 157 g,4.45 x 2.38 x 0.56 in 113 x 60 x 14.2 mm,EVDO rA
S2100 Luno,https://www.phonescoop.com/phones/phone.php?p=3050,"1.8 in diagonal, 5:4128 x 160 pixels114 ppi approx.Type: LCD (TFT/TFD)",920 mAh LiIonRemovableTalk: 4.2 hours max.Standby: 300 hours max.,?,Not expandable,"VGA (640 x 480) brightness, white balance, self-timer, multi-shot controlsdigital zoom",3 oz 85 g,3.7 x 1.9 x 0.7 in 94 x 48 x 17.8 mm,1xRTT
Slider Remix KX5 / Slider Sonic,https://www.phonescoop.com/phones/phone.php?p=730,176 x 220 pixelsType: LCD (TFT/TFD),900 mAh LiIonRemovableTalk: 3.8 hours max.Standby: 153 hours max.,?,16 MB internal storageExpandable via memory card,1+ megapixel carrier-dependent (Sonic has VGA resolution)LED flashVideo: 15 seconds max.,3.88 oz 110 g,3.89 x 1.85 x 0.9 in 99 x 47 x 22.9 mm,1xRTT
Strobe K612 / SwitchBack,https://www.phonescoop.com/phones/phone.php?p=870,160 x 128 pixelsType: LCD (STN),900 mAh LiIonRemovableTalk: 3 hours max.Standby: 150 hours max.,?,Not expandable,"VGA (640 x 480) LED flashmulti-shot, self-timer, white balance, low-light options",4.1 oz 116 g,4.25 x 2.05 x 0.95 in 108 x 52 x 24.1 mm,1xRTT
Tempo E2000,https://www.phonescoop.com/phones/phone.php?p=1269,"2 in diagonal, 5:4176 x 220 pixels141 ppi approx.Type: LCD (TFT/TFD)",920 mAh LiIonRemovableTalk: 3.5 hours max.Standby: 210 hours max.,?,64 MB internal storageExpandable via memory card,1+ megapixelVideo: Yes,3.35 oz 95 g,3.5 x 2.05 x 0.66 in 89 x 52 x 16.8 mm,EVDO r0
Torque / Torque XT,https://www.phonescoop.com/phones/phone.php?p=3974,"4 in diagonal, 5:3WVGA 480 x 800 pixels233 ppi approx.Type: LCD (TFT/TFD)IPS",2500 mAh LiIonRemovableTalk: 18.9 hours max.,1.2 GHz Qualcomm Snapdragon S4 Plus MSM8960dual-core1 GB RAM,4 GB raw hardware2 GB available to userExpandable via memory cardTorque XT has 20 GB total,"5+ megapixel HDR, panorama, face recognition, smile+blink detection, macro mode, burst modeVideo: 1080p HD 30 fps",5.94 oz 168 g,5.06 x 2.96 x 0.51 in 129 x 75 x 13 mm,LTE (Cat 3)
Verve / Contact,https://www.phonescoop.com/phones/phone.php?p=4335,"2.4 in diagonal, 4:3QVGA 240 x 320 pixels167 ppi approx.Type: LCD (TFT/TFD)",1100 mAh LiIonRemovableTalk: 6.3 hours max.,Qualcomm QSC6155256 MB RAM,512 MB raw hardware64 MB available to userNot expandable,"2+ megapixel scene modes, night mode, timer",4.7 oz 133 g,4.53 x 2.13 x 0.59 in 115 x 54 x 15 mm,EVDO rA
Wild Card / Lingo / M1000,https://www.phonescoop.com/phones/phone.php?p=1247,"1.8 in diagonal, 4:5160 x 128 pixels114 ppi approx.Type: LCD (TFT/TFD)internal display",900 mAh LiIonRemovableTalk: 3.3 hours max.Standby: 150 hours max.,?,Not expandable,"1+ megapixel LED flashmulti-shot, self-timer",3.53 oz 100 g,3.94 x 1.97 x 0.79 in 100 x 50 x 20.1 mm,1xRTT
X-tc M2000,https://www.phonescoop.com/phones/phone.php?p=2025,"2.4 in diagonal, 4:3QVGA 240 x 320 pixels167 ppi approx.Type: LCD (TFT/TFD)",790 mAh LiIonRemovableTalk: 4.2 hours max.Standby: 200 hours max.,?,72 MB available to userExpandable via memory card,"1+ megapixel self-timer, multi-shot, date stamp, white balance, brightness functions",4.2 oz 119 g,4.4 x 2 x 0.7 in 112 x 51 x 17.8 mm,1xRTT
Xcursion KX160,https://www.phonescoop.com/phones/phone.php?p=867,128 x 160 pixelsType: LCD (STN),900 mAh LiIonRemovableTalk: 3.5 hours max.Standby: 170 hours max.,?,13.5 MB internal storageNot expandable,"VGA (640 x 480) LED flashself-timer, multi-shot, white balance options",4.1 oz 116 g,3.54 x 1.89 x 0.98 in 90 x 48 x 24.9 mm,1xRTT
Le Pro3,https://www.phonescoop.com/phones/phone.php?p=5320,"5.5 in diagonal, 16:9Full HD 1080 x 1920 pixels401 ppi approx.Type: LCD (TFT/TFD)",4070 mAh LiIonNon-removable,2.4 GHz Qualcomm Snapdragon 821 MSM89964 GB RAM,64 GB raw hardware52 GB available to userNot expandable,"16+ megapixel PDAF, LED flashpanorama, HDR, night modeVideo: 4K UHD slow-motion mode",6.24 oz 177 g,5.96 x 2.9 x 0.29 in 151 x 74 x 7.4 mm,LTE (Cat 6)
5450,https://www.phonescoop.com/phones/phone.php?p=240,120 x 160 pixelsType: LCD (TFT/TFD)TFT / up to 9 lines of text,950 mAh LiIonRemovableTalk: 3 hours max.Standby: 192 hours max.,?,Not expandable,"VGA (640 x 480) mirror and self-timer for self-portraitscolor tone and white balance controls""fun frames"" border overlays",3.88 oz 110 g,3.5 x 1.77 x 1 in 89 x 45 x 25.4 mm,1xRTT
600g,https://www.phonescoop.com/phones/phone.php?p=1472,128 x 160 pixelsType: LCD (TFT/TFD),? mAh LiIonRemovableTalk: 6.5 hours max.Standby: 312 hours max.,?,Not expandable,"VGA (640 x 480) multi-shot, self-timer, brightness, white balance functions",3.17 oz 90 g,3.89 x 1.79 x 0.54 in 99 x 45 x 13.7 mm,GPRS
6190,https://www.phonescoop.com/phones/phone.php?p=599,128 x 160 pixelsType: LCD (TFT/TFD)TFT,? mAh LiIonRemovableTalk: 2.5 hours max.Standby: 180 hours max.,?,Not expandable,VGA (640 x 480) LED flashmulti-shotbrightness and white balance controlsCMOS type sensor,3.53 oz 100 g,3.54 x 1.89 x 0.98 in 90 x 48 x 24.9 mm,1xRTT
A340,https://www.phonescoop.com/phones/phone.php?p=3551,"2.4 in diagonal, 4:3QVGA 240 x 320 pixels167 ppi approx.Type: LCD (TFT/TFD)",900 mAh LiIonRemovableTalk: 3 hours max.Standby: 240 hours max.,Qualcomm QSC6270,88 MB available to userExpandable via memory card,"1+ megapixel night mode, timerVideo: QVGA (320 x 240) up to 1 hour",3.56 oz 101 g,4.02 x 2.05 x 0.67 in 102 x 52 x 17 mm,HSDPA 3.6
A380,https://www.phonescoop.com/phones/phone.php?p=4300,"2.4 in diagonal, 4:3QVGA 240 x 320 pixels167 ppi approx.Type: LCD (TFT/TFD)",900 mAh LiIonRemovableTalk: 3.4 hours max.Standby: 261 hours max.,?,256 MB raw hardware178 MB available to userExpandable via memory card,"1+ megapixel night modebrightness, white balance controlsVideo: QVGA (320 x 240)",3.56 oz 101 g,4.02 x 2.05 x 0.67 in 102 x 52 x 17 mm,HSDPA 3.6
A7110,https://www.phonescoop.com/phones/phone.php?p=606,128 x 160 pixelsType: LCD (TFT/TFD)TFT,? mAh LiIonRemovable,?,32 MB internal storageNot expandable,"VGA (640 x 480) swivels to face in or outLED flashwhite-balance controlself-timer, multi-shot (6) functionsVideo: QCIF (176 x 144) 30 minutes",3.88 oz 110 g,3.62 x 1.85 x 0.97 in 92 x 47 x 24.6 mm,EDGE class 10
Accolade VX-5600,https://www.phonescoop.com/phones/phone.php?p=2388,"1.8 in diagonal, 5:4176 x 220 pixels160 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 7.7 hours max.Standby: 679 hours max.,?,34 MB available to userNot expandable,"1+ megapixel self-timer, brightness, white balance, night mode controlsphoto editor with crop",3 oz 85 g,3.56 x 1.83 x 0.72 in 90 x 46 x 18.3 mm,1xRTT
Ally / Apex / Axis,https://www.phonescoop.com/phones/phone.php?p=2612,"3.2 in diagonal, 5:3WVGA 480 x 800 pixels292 ppi approx.Type: LCD (TFT/TFD)",1500 mAh LiPolymerRemovableTalk: 7.5 hours max.Standby: 500 hours max.,600 MHz ARM11,126 MB available to userExpandable via memory card102 MB on Apex,"3+ megapixel auto-focus, flashpanorama, macro, night and scene modesself-timer, brightness and white balance controlsimage editor with zoom, rotate, crop, resizeVideo: VGA (640 x 480)",5.57 oz 158 g,4.56 x 2.22 x 0.62 in 116 x 56 x 15.7 mm,EVDO rA
Arena,https://www.phonescoop.com/phones/phone.php?p=2233,"3 in diagonal, 5:3WVGA 480 x 800 pixels311 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 3 hours max.Standby: 250 hours max.,?,170 MB available to userExpandable via memory card,"5+ megapixel with flash, scene modes, shake reduction, macro mode, geo-tagging, image editorVideo: VGA (640 x 480)",3.7 oz 105 g,4.24 x 2.18 x 0.48 in 108 x 55 x 12.2 mm,HSPA 7.2
Aristo / Aristo 2,https://www.phonescoop.com/phones/phone.php?p=5345,"5 in diagonal, 16:9HD 720 x 1280 pixels294 ppi approx.Type: LCD (TFT/TFD)",2410 mAh LiIonRemovableTalk: 17 hours max.Standby: 344 hours max.,1.4 GHz Qualcomm Snapdragon 425 MSM8917quad-core2 GB RAMoriginal Aristo has 1.5 GB,16 GB raw hardware9.5 GB available to userExpandable via memory card,"13+ megapixel LED flash, auto-focusface detection, can capture stills while recording video, voice trigger, timerVideo: 1080p HD",5.01 oz 142 g,5.7 x 2.84 x 0.32 in 145 x 72 x 8.1 mm,LTE (Cat 4)
Aristo 2 Plus / Aristo 3 / Aristo 3+,https://www.phonescoop.com/phones/phone.php?p=5810,"5 in diagonal, 16:9HD 720 x 1280 pixels294 ppi approx.Type: LCD (TFT/TFD)",2410 mAh LiIonRemovable2500 mAh on Aristo 3Talk: 17.1 hours max.Standby: 344 hours max.,1.4 GHz Qualcomm Snapdragon 425 MSM8917quad-core2 GB RAM,16 GB raw hardware9 GB available to userExpandable via memory card,"13+ megapixel PDAF, LED flashHDR, burst shot, timer, voice triggerVideo: 1080p HD",4.9 oz 139 g,5.7 x 2.83 x 0.32 in 145 x 72 x 8.1 mm,LTE (Cat 4)
Aspire / 305c,https://www.phonescoop.com/phones/phone.php?p=4371,"3.2 in diagonal, 4:3QVGA 240 x 320 pixels125 ppi approx.Type: LCD (TFT/TFD)",1540 mAh LiIonRemovableTalk: 5 hours max.Standby: 240 hours max.,480 MHz Qualcomm QSC6155512 MB RAM,256 MB raw hardwareExpandable via memory card,2+ megapixelVideo: QVGA (320 x 240),3.8 oz 108 g,4.08 x 2.47 x 0.47 in 104 x 63 x 11.9 mm,1xRTT
AX-275,https://www.phonescoop.com/phones/phone.php?p=1090,128 x 128 pixelsType: LCD (TFT/TFD),850 mAh LiIonRemovableTalk: 3 hours max.Standby: 278 hours max.,?,Not expandable,"VGA (640 x 480) self-timer, multi-shot, night modebrightness, white balance controls",2.82 oz 80 g,3.58 x 1.81 x 0.78 in 91 x 46 x 19.8 mm,1xRTT
AX-300 / UX-300,https://www.phonescoop.com/phones/phone.php?p=1452,"1.8 in diagonal, 5:4176 x 220 pixels160 ppi approx.Type: LCD (TFT/TFD)",850 mAh LiIonRemovableTalk: 3.3 hours max.Standby: 180 hours max.,?,58 MB internal storageNot expandable,"VGA (640 x 480) self-timer, night mode, white balance, multi-shot",2.86 oz 81 g,3.6 x 1.87 x 0.72 in 91 x 47 x 18.3 mm,1xRTT
AX-355 / UX-355,https://www.phonescoop.com/phones/phone.php?p=956,128 x 160 pixelsType: LCD (TFT/TFD),1100 mAh LiIonRemovableTalk: 3.7 hours max.Standby: 204 hours max.,?,30 MB internal storageNot expandable,"1+ megapixel LED flashmulti-shot, self-timer, night mode functionsbrightness, white balance controlsVideo: QCIF (176 x 144) 15 fps / 3GPP2 format / 15 seconds max.",3.5 oz 99 g,3.62 x 1.85 x 0.89 in 92 x 47 x 22.6 mm,1xRTT
AX-490,https://www.phonescoop.com/phones/phone.php?p=945,128 x 160 pixelsType: LCD (TFT/TFD),1100 mAh LiIonRemovableTalk: 3 hours max.Standby: 140 hours max.,?,Not expandable,"VGA (640 x 480) LED flashself-timer, multi-shot, night mode functionsbrightness, white balance controls",3.79 oz 107 g,3.74 x 1.92 x 1 in 95 x 49 x 25.4 mm,1xRTT
AX-5000 / UX-5000,https://www.phonescoop.com/phones/phone.php?p=629,128 x 160 pixelsType: LCD (STN),? mAh LiIonRemovableTalk: 3 hours max.Standby: 144 hours max.,?,Not expandable,VGA (640 x 480) LED flashVideo: 15 seconds max.,3.35 oz 95 g,3.5 x 1.85 x 0.91 in 89 x 47 x 23.1 mm,1xRTT
Bliss UX-700,https://www.phonescoop.com/phones/phone.php?p=2095,"3 in diagonal, 5:3WQVGA 240 x 400 pixels155 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 4.5 hours max.Standby: 312 hours max.,?,71 MB available to userExpandable via memory card,2+ megapixelVideo: QVGA (320 x 240),3.42 oz 97 g,4.23 x 2.28 x 0.47 in 107 x 58 x 11.9 mm,EVDO r0
C2000,https://www.phonescoop.com/phones/phone.php?p=774,128 x 160 pixelsType: LCD (STN),1000 mAh LiIonRemovableTalk: 2.5 hours max.Standby: 240 hours max.,?,Not expandable,"VGA (640 x 480) multi-shotself-timerbrightness, white balance controlsCMOS type",3.4 oz 96 g,3.49 x 1.81 x 0.96 in 89 x 46 x 24.4 mm,GPRS
CE110,https://www.phonescoop.com/phones/phone.php?p=1241,128 x 128 pixelsType: LCD (STN),900 mAh LiIonRemovableTalk: 3.2 hours max.Standby: 250 hours max.,?,Not expandable,"VGA (640 x 480) brightness, white balance controlsmulti-shot, self-timer functions",2.86 oz 81 g,3.52 x 1.85 x 0.82 in 89 x 47 x 20.8 mm,EDGE class 10
